Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,DHI Units,DNI Units,GHI Units,Temperature Units,Wind Speed Units
NSRDB,20013,Jodhpur,Rajasthan,India,26.35,73.05,5.5,0,5.5,w/m2,w/m2,w/m2,c,m/s
,,,,,,,,,,,,,,
Hour,GHI,DHI,Temperature,Wind Speed,,,,,,,,,,
5231,0,0,28,0.1,,,,,,,,,,
5232,0,0,27,0.1,,,,,,,,,,
5233,0,0,27,0.1,,,,,,,,,,
5234,0,0,27,0.1,,,,,,,,,,
5235,0,0,27,0.1,,,,,,,,,,
5236,0,0,27,0.1,,,,,,,,,,
5237,0,0,27,0.1,,,,,,,,,,
5238,0,0,27,0.1,,,,,,,,,,
5239,14,14,27,0.1,,,,,,,,,,
5240,196,131,28,0.1,,,,,,,,,,
5241,276,223,29,0.1,,,,,,,,,,
5242,603,228,30,0.1,,,,,,,,,,
5243,766,245,30,0.1,,,,,,,,,,
5244,776,304,31,0.1,,,,,,,,,,
5245,925,265,31,0.2,,,,,,,,,,
5246,155,151,31,0.2,,,,,,,,,,
5247,143,143,31,0.2,,,,,,,,,,
5248,146,146,31,0.2,,,,,,,,,,
5249,256,238,30,0.2,,,,,,,,,,
5250,118,118,30,0.2,,,,,,,,,,
5251,15,15,29,0.2,,,,,,,,,,
5252,0,0,29,0.1,,,,,,,,,,
5253,0,0,29,0.1,,,,,,,,,,
5254,0,0,28,0.2,,,,,,,,,,
5255,0,0,28,0.2,,,,,,,,,,
5256,0,0,28,0.2,,,,,,,,,,
5257,0,0,27,0.2,,,,,,,,,,
5258,0,0,27,0.2,,,,,,,,,,
5259,0,0,27,0.2,,,,,,,,,,
5260,0,0,27,0.2,,,,,,,,,,
5261,0,0,27,0.2,,,,,,,,,,
5262,0,0,26,0.2,,,,,,,,,,
5263,19,19,27,0.2,,,,,,,,,,
5264,194,121,28,0.2,,,,,,,,,,
5265,325,233,30,0.2,,,,,,,,,,
5266,596,234,31,0.3,,,,,,,,,,
5267,768,245,32,0.3,,,,,,,,,,
5268,839,252,33,0.3,,,,,,,,,,
5269,927,266,32,0.3,,,,,,,,,,
5270,908,263,32,0.3,,,,,,,,,,
5271,688,380,32,0.3,,,,,,,,,,
5272,439,338,32,0.3,,,,,,,,,,
5273,476,229,32,0.3,,,,,,,,,,
5274,265,172,31,0.3,,,,,,,,,,
5275,37,37,30,0.3,,,,,,,,,,
5276,0,0,30,0.3,,,,,,,,,,
5277,0,0,29,0.3,,,,,,,,,,
5278,0,0,29,0.4,,,,,,,,,,
5279,0,0,28,0.4,,,,,,,,,,
5280,0,0,28,0.4,,,,,,,,,,
5281,0,0,27,0.3,,,,,,,,,,
5282,0,0,27,0.3,,,,,,,,,,
5283,0,0,27,0.3,,,,,,,,,,
5284,0,0,27,0.3,,,,,,,,,,
5285,0,0,26,0.3,,,,,,,,,,
5286,0,0,26,0.3,,,,,,,,,,
5287,18,18,27,0.3,,,,,,,,,,
5288,138,118,28,0.3,,,,,,,,,,
5289,401,191,29,0.3,,,,,,,,,,
5290,575,238,29,0.4,,,,,,,,,,
5291,733,266,30,0.4,,,,,,,,,,
5292,643,404,31,0.4,,,,,,,,,,
5293,480,411,32,0.3,,,,,,,,,,
5294,391,354,32,0.3,,,,,,,,,,
5295,226,215,31,0.2,,,,,,,,,,
5296,648,287,31,0.2,,,,,,,,,,
5297,380,265,31,0.2,,,,,,,,,,
5298,275,161,30,0.2,,,,,,,,,,
5299,80,69,29,0.3,,,,,,,,,,
5300,0,0,29,0.3,,,,,,,,,,
5301,0,0,28,0.3,,,,,,,,,,
5302,0,0,28,0.3,,,,,,,,,,
5303,0,0,27,0.3,,,,,,,,,,
5304,0,0,27,0.3,,,,,,,,,,
5305,0,0,27,0.3,,,,,,,,,,
5306,0,0,26,0.3,,,,,,,,,,
5307,0,0,26,0.3,,,,,,,,,,
5308,0,0,26,0.3,,,,,,,,,,
5309,0,0,26,0.3,,,,,,,,,,
5310,0,0,25,0.3,,,,,,,,,,
5311,20,20,26,0.2,,,,,,,,,,
5312,153,122,28,0.2,,,,,,,,,,
5313,400,191,30,0.2,,,,,,,,,,
5314,602,220,31,0.2,,,,,,,,,,
5315,765,245,32,0.2,,,,,,,,,,
5316,849,304,33,0.2,,,,,,,,,,
5317,511,386,33,0.2,,,,,,,,,,
5318,432,360,32,0.2,,,,,,,,,,
5319,708,364,32,0.1,,,,,,,,,,
5320,582,325,32,0.1,,,,,,,,,,
5321,491,204,31,0.2,,,,,,,,,,
5322,202,168,30,0.2,,,,,,,,,,
5323,77,70,29,0.2,,,,,,,,,,
5324,0,0,28,0.3,,,,,,,,,,
5325,0,0,28,0.3,,,,,,,,,,
5326,0,0,27,0.3,,,,,,,,,,
5327,0,0,27,0.3,,,,,,,,,,
5328,0,0,26,0.3,,,,,,,,,,
5329,0,0,26,0.3,,,,,,,,,,
5330,0,0,26,0.3,,,,,,,,,,
5331,0,0,26,0.3,,,,,,,,,,
5332,0,0,25,0.3,,,,,,,,,,
5333,0,0,25,0.2,,,,,,,,,,
5334,0,0,25,0.2,,,,,,,,,,
5335,16,16,25,0.3,,,,,,,,,,
5336,115,107,27,0.3,,,,,,,,,,
5337,352,226,28,0.3,,,,,,,,,,
5338,412,320,30,0.3,,,,,,,,,,
5339,456,377,32,0.3,,,,,,,,,,
5340,602,417,33,0.3,,,,,,,,,,
5341,374,327,34,0.3,,,,,,,,,,
5342,642,391,33,0.3,,,,,,,,,,
5343,690,392,33,0.3,,,,,,,,,,
5344,305,288,32,0.3,,,,,,,,,,
5345,236,226,31,0.3,,,,,,,,,,
5346,187,162,30,0.3,,,,,,,,,,
5347,34,34,29,0.3,,,,,,,,,,
5348,0,0,29,0.4,,,,,,,,,,
5349,0,0,28,0.4,,,,,,,,,,
5350,0,0,28,0.4,,,,,,,,,,
5351,0,0,27,0.4,,,,,,,,,,
5352,0,0,27,0.4,,,,,,,,,,
5353,0,0,27,0.4,,,,,,,,,,
5354,0,0,27,0.4,,,,,,,,,,
5355,0,0,27,0.4,,,,,,,,,,
5356,0,0,26,0.4,,,,,,,,,,
5357,0,0,26,0.4,,,,,,,,,,
5358,0,0,26,0.4,,,,,,,,,,
5359,12,12,26,0.4,,,,,,,,,,
5360,95,95,27,0.4,,,,,,,,,,
5361,268,224,28,0.4,,,,,,,,,,
5362,354,307,29,0.5,,,,,,,,,,
5363,462,380,31,0.5,,,,,,,,,,
5364,544,421,32,0.5,,,,,,,,,,
5365,755,396,32,0.5,,,,,,,,,,
5366,797,310,32,0.5,,,,,,,,,,
5367,560,410,32,0.4,,,,,,,,,,
5368,509,355,31,0.4,,,,,,,,,,
5369,211,199,31,0.4,,,,,,,,,,
5370,228,165,30,0.3,,,,,,,,,,
5371,36,36,29,0.3,,,,,,,,,,
5372,0,0,28,0.4,,,,,,,,,,
5373,0,0,28,0.4,,,,,,,,,,
5374,0,0,28,0.4,,,,,,,,,,
5375,0,0,27,0.4,,,,,,,,,,
5376,0,0,27,0.5,,,,,,,,,,
5377,0,0,27,0.5,,,,,,,,,,
5378,0,0,26,0.5,,,,,,,,,,
5379,0,0,26,0.5,,,,,,,,,,
5380,0,0,26,0.5,,,,,,,,,,
5381,0,0,25,0.5,,,,,,,,,,
5382,0,0,25,0.5,,,,,,,,,,
5383,11,11,26,0.4,,,,,,,,,,
5384,138,122,27,0.5,,,,,,,,,,
5385,286,238,28,0.5,,,,,,,,,,
5386,365,311,29,0.5,,,,,,,,,,
5387,461,380,31,0.5,,,,,,,,,,
5388,451,407,32,0.5,,,,,,,,,,
5389,563,423,33,0.5,,,,,,,,,,
5390,905,263,33,0.5,,,,,,,,,,
5391,778,284,33,0.5,,,,,,,,,,
5392,529,339,32,0.5,,,,,,,,,,
5393,231,212,31,0.5,,,,,,,,,,
5394,218,169,30,0.4,,,,,,,,,,
5395,57,55,29,0.5,,,,,,,,,,
5396,0,0,28,0.5,,,,,,,,,,
5397,0,0,28,0.5,,,,,,,,,,
5398,0,0,27,0.4,,,,,,,,,,
5399,0,0,27,0.4,,,,,,,,,,
5400,0,0,27,0.4,,,,,,,,,,
5401,0,0,26,0.4,,,,,,,,,,
5402,0,0,26,0.4,,,,,,,,,,
5403,0,0,26,0.4,,,,,,,,,,
5404,0,0,25,0.4,,,,,,,,,,
5405,0,0,25,0.4,,,,,,,,,,
5406,0,0,25,0.4,,,,,,,,,,
5407,16,16,26,0.4,,,,,,,,,,
5408,131,116,27,0.4,,,,,,,,,,
5409,310,243,28,0.4,,,,,,,,,,
5410,485,324,29,0.5,,,,,,,,,,
5411,550,380,31,0.5,,,,,,,,,,
5412,482,402,31,0.5,,,,,,,,,,
5413,376,329,32,0.5,,,,,,,,,,
5414,760,406,32,0.5,,,,,,,,,,
5415,734,316,32,0.5,,,,,,,,,,
5416,504,354,32,0.5,,,,,,,,,,
5417,306,259,31,0.4,,,,,,,,,,
5418,185,165,29,0.4,,,,,,,,,,
5419,59,57,28,0.4,,,,,,,,,,
5420,0,0,28,0.4,,,,,,,,,,
5421,0,0,27,0.4,,,,,,,,,,
5422,0,0,27,0.4,,,,,,,,,,
5423,0,0,27,0.3,,,,,,,,,,
5424,0,0,26,0.3,,,,,,,,,,
5425,0,0,26,0.3,,,,,,,,,,
5426,0,0,26,0.3,,,,,,,,,,
5427,0,0,26,0.3,,,,,,,,,,
5428,0,0,25,0.4,,,,,,,,,,
5429,0,0,25,0.4,,,,,,,,,,
5430,0,0,25,0.3,,,,,,,,,,
5431,12,12,25,0.3,,,,,,,,,,
5432,125,114,26,0.4,,,,,,,,,,
5433,334,228,28,0.4,,,,,,,,,,
5434,428,319,29,0.4,,,,,,,,,,
5435,687,307,31,0.4,,,,,,,,,,
5436,825,256,32,0.4,,,,,,,,,,
5437,839,284,33,0.4,,,,,,,,,,
5438,866,257,33,0.5,,,,,,,,,,
5439,774,267,33,0.5,,,,,,,,,,
5440,578,319,33,0.5,,,,,,,,,,
5441,385,266,32,0.5,,,,,,,,,,
5442,206,166,31,0.4,,,,,,,,,,
5443,44,44,29,0.4,,,,,,,,,,
5444,0,0,29,0.4,,,,,,,,,,
5445,0,0,28,0.3,,,,,,,,,,
5446,0,0,28,0.3,,,,,,,,,,
5447,0,0,27,0.3,,,,,,,,,,
5448,0,0,27,0.3,,,,,,,,,,
5449,0,0,26,0.3,,,,,,,,,,
5450,0,0,26,0.3,,,,,,,,,,
5451,0,0,25,0.4,,,,,,,,,,
5452,0,0,25,0.4,,,,,,,,,,
5453,0,0,25,0.4,,,,,,,,,,
5454,0,0,25,0.4,,,,,,,,,,
5455,14,14,25,0.4,,,,,,,,,,
5456,160,130,26,0.3,,,,,,,,,,
5457,352,213,27,0.3,,,,,,,,,,
5458,381,309,29,0.3,,,,,,,,,,
5459,651,351,30,0.3,,,,,,,,,,
5460,750,351,31,0.3,,,,,,,,,,
5461,861,286,33,0.3,,,,,,,,,,
5462,896,265,33,0.4,,,,,,,,,,
5463,818,256,33,0.4,,,,,,,,,,
5464,591,322,33,0.4,,,,,,,,,,
5465,474,194,32,0.4,,,,,,,,,,
5466,259,162,31,0.3,,,,,,,,,,
5467,41,41,29,0.3,,,,,,,,,,
5468,0,0,28,0.3,,,,,,,,,,
5469,0,0,28,0.3,,,,,,,,,,
5470,0,0,27,0.3,,,,,,,,,,
5471,0,0,27,0.4,,,,,,,,,,
5472,0,0,26,0.4,,,,,,,,,,
5473,0,0,26,0.4,,,,,,,,,,
5474,0,0,26,0.4,,,,,,,,,,
5475,0,0,25,0.4,,,,,,,,,,
5476,0,0,25,0.4,,,,,,,,,,
5477,0,0,24,0.4,,,,,,,,,,
5478,0,0,24,0.4,,,,,,,,,,
5479,13,13,25,0.4,,,,,,,,,,
5480,159,130,26,0.4,,,,,,,,,,
5481,351,194,28,0.4,,,,,,,,,,
5482,509,293,29,0.3,,,,,,,,,,
5483,621,349,31,0.3,,,,,,,,,,
5484,687,377,32,0.3,,,,,,,,,,
5485,852,282,33,0.3,,,,,,,,,,
5486,895,266,34,0.3,,,,,,,,,,
5487,802,241,34,0.3,,,,,,,,,,
5488,596,303,33,0.3,,,,,,,,,,
5489,464,206,32,0.3,,,,,,,,,,
5490,243,157,31,0.3,,,,,,,,,,
5491,51,48,30,0.3,,,,,,,,,,
5492,0,0,29,0.4,,,,,,,,,,
5493,0,0,28,0.4,,,,,,,,,,
5494,0,0,28,0.4,,,,,,,,,,
5495,0,0,27,0.4,,,,,,,,,,
5496,0,0,27,0.3,,,,,,,,,,
5497,0,0,26,0.3,,,,,,,,,,
5498,0,0,26,0.4,,,,,,,,,,
5499,0,0,25,0.4,,,,,,,,,,
5500,0,0,25,0.4,,,,,,,,,,
5501,0,0,25,0.4,,,,,,,,,,
5502,0,0,25,0.3,,,,,,,,,,
5503,12,12,25,0.3,,,,,,,,,,
5504,168,124,27,0.3,,,,,,,,,,
5505,384,177,29,0.3,,,,,,,,,,
5506,534,269,30,0.3,,,,,,,,,,
5507,656,334,32,0.3,,,,,,,,,,
5508,822,264,33,0.3,,,,,,,,,,
5509,909,279,33,0.3,,,,,,,,,,
5510,920,267,34,0.3,,,,,,,,,,
5511,791,267,34,0.3,,,,,,,,,,
5512,478,351,33,0.3,,,,,,,,,,
5513,411,239,33,0.3,,,,,,,,,,
5514,234,164,31,0.3,,,,,,,,,,
5515,52,46,30,0.3,,,,,,,,,,
5516,0,0,29,0.4,,,,,,,,,,
5517,0,0,28,0.4,,,,,,,,,,
5518,0,0,27,0.4,,,,,,,,,,
5519,0,0,27,0.3,,,,,,,,,,
5520,0,0,26,0.3,,,,,,,,,,
5521,0,0,26,0.3,,,,,,,,,,
5522,0,0,26,0.3,,,,,,,,,,
5523,0,0,25,0.3,,,,,,,,,,
5524,0,0,25,0.3,,,,,,,,,,
5525,0,0,25,0.3,,,,,,,,,,
5526,0,0,24,0.3,,,,,,,,,,
5527,11,11,25,0.3,,,,,,,,,,
5528,171,118,26,0.3,,,,,,,,,,
5529,388,174,28,0.3,,,,,,,,,,
5530,558,244,30,0.2,,,,,,,,,,
5531,769,247,32,0.2,,,,,,,,,,
5532,882,262,33,0.2,,,,,,,,,,
5533,930,268,34,0.2,,,,,,,,,,
5534,909,265,34,0.2,,,,,,,,,,
5535,820,254,34,0.1,,,,,,,,,,
5536,672,233,34,0.1,,,,,,,,,,
5537,480,199,33,0.1,,,,,,,,,,
5538,249,160,32,0.1,,,,,,,,,,
5539,42,42,30,0.2,,,,,,,,,,
5540,0,0,29,0.2,,,,,,,,,,
5541,0,0,29,0.3,,,,,,,,,,
5542,0,0,28,0.3,,,,,,,,,,
5543,0,0,27,0.3,,,,,,,,,,
5544,0,0,27,0.3,,,,,,,,,,
5545,0,0,26,0.3,,,,,,,,,,
5546,0,0,26,0.3,,,,,,,,,,
5547,0,0,26,0.3,,,,,,,,,,
5548,0,0,25,0.3,,,,,,,,,,
5549,0,0,25,0.3,,,,,,,,,,
5550,0,0,25,0.3,,,,,,,,,,
5551,10,10,26,0.3,,,,,,,,,,
5552,103,100,28,0.2,,,,,,,,,,
5553,271,222,30,0.2,,,,,,,,,,
5554,351,299,31,0.2,,,,,,,,,,
5555,722,286,31,0.2,,,,,,,,,,
5556,535,400,32,0.2,,,,,,,,,,
5557,416,373,33,0.2,,,,,,,,,,
5558,314,297,33,0.2,,,,,,,,,,
5559,275,273,32,0.2,,,,,,,,,,
5560,239,232,32,0.1,,,,,,,,,,
5561,288,251,31,0.1,,,,,,,,,,
5562,128,126,31,0.1,,,,,,,,,,
5563,25,25,29,0.1,,,,,,,,,,
5564,0,0,29,0.1,,,,,,,,,,
5565,0,0,29,0.1,,,,,,,,,,
5566,0,0,28,0.2,,,,,,,,,,
5567,0,0,27,0.2,,,,,,,,,,
5568,0,0,27,0.2,,,,,,,,,,
5569,0,0,26,0.2,,,,,,,,,,
5570,0,0,26,0.2,,,,,,,,,,
5571,0,0,25,0.2,,,,,,,,,,
5572,0,0,25,0.2,,,,,,,,,,
5573,0,0,25,0.2,,,,,,,,,,
5574,0,0,25,0.1,,,,,,,,,,
5575,10,10,26,0.1,,,,,,,,,,
5576,60,60,27,0,,,,,,,,,,
5577,206,195,29,0,,,,,,,,,,
5578,395,310,31,0,,,,,,,,,,
5579,744,248,33,0,,,,,,,,,,
5580,833,255,33,0,,,,,,,,,,
5581,768,380,33,0,,,,,,,,,,
5582,773,320,33,0,,,,,,,,,,
5583,710,342,32,0,,,,,,,,,,
5584,360,306,32,0.1,,,,,,,,,,
5585,89,89,31,0.1,,,,,,,,,,
5586,66,66,30,0.1,,,,,,,,,,
5587,60,51,29,0.1,,,,,,,,,,
5588,0,0,29,0.1,,,,,,,,,,
5589,0,0,28,0.1,,,,,,,,,,
5590,0,0,28,0.1,,,,,,,,,,
5591,0,0,28,0.1,,,,,,,,,,
5592,0,0,27,0.1,,,,,,,,,,
5593,0,0,27,0.1,,,,,,,,,,
5594,0,0,27,0.1,,,,,,,,,,
5595,0,0,26,0.1,,,,,,,,,,
5596,0,0,26,0.1,,,,,,,,,,
5597,0,0,26,0.1,,,,,,,,,,
5598,0,0,25,0,,,,,,,,,,
5599,11,11,26,0,,,,,,,,,,
5600,111,103,27,0,,,,,,,,,,
5601,369,212,29,0,,,,,,,,,,
5602,591,218,30,0.1,,,,,,,,,,
5603,694,278,31,0.1,,,,,,,,,,
5604,818,254,31,0.1,,,,,,,,,,
5605,868,269,31,0.1,,,,,,,,,,
5606,890,262,31,0.1,,,,,,,,,,
5607,139,139,30,0.1,,,,,,,,,,
5608,113,113,30,0.1,,,,,,,,,,
5609,82,82,29,0.1,,,,,,,,,,
5610,44,44,29,0.1,,,,,,,,,,
5611,10,10,28,0.1,,,,,,,,,,
5612,0,0,28,0.1,,,,,,,,,,
5613,0,0,27,0.1,,,,,,,,,,
5614,0,0,27,0.1,,,,,,,,,,
5615,0,0,27,0.2,,,,,,,,,,
5616,0,0,26,0.2,,,,,,,,,,
5617,0,0,26,0.2,,,,,,,,,,
5618,0,0,26,0.2,,,,,,,,,,
5619,0,0,26,0.2,,,,,,,,,,
5620,0,0,26,0.2,,,,,,,,,,
5621,0,0,26,0.2,,,,,,,,,,
5622,0,0,26,0.2,,,,,,,,,,
5623,8,8,26,0.2,,,,,,,,,,
5624,166,116,26,0.2,,,,,,,,,,
5625,387,188,27,0.3,,,,,,,,,,
5626,475,321,28,0.3,,,,,,,,,,
5627,600,357,29,0.3,,,,,,,,,,
5628,491,406,30,0.3,,,,,,,,,,
5629,631,436,30,0.3,,,,,,,,,,
5630,646,412,30,0.3,,,,,,,,,,
5631,747,287,30,0.3,,,,,,,,,,
5632,653,229,30,0.3,,,,,,,,,,
5633,451,218,29,0.3,,,,,,,,,,
5634,161,142,29,0.2,,,,,,,,,,
5635,31,31,28,0.2,,,,,,,,,,
5636,0,0,28,0.2,,,,,,,,,,
5637,0,0,27,0.2,,,,,,,,,,
5638,0,0,27,0.3,,,,,,,,,,
5639,0,0,27,0.3,,,,,,,,,,
5640,0,0,26,0.3,,,,,,,,,,
5641,0,0,26,0.3,,,,,,,,,,
5642,0,0,26,0.3,,,,,,,,,,
5643,0,0,26,0.2,,,,,,,,,,
5644,0,0,26,0.2,,,,,,,,,,
5645,0,0,26,0.2,,,,,,,,,,
5646,0,0,26,0.2,,,,,,,,,,
5647,10,10,26,0.1,,,,,,,,,,
5648,160,120,27,0.2,,,,,,,,,,
5649,389,178,29,0.2,,,,,,,,,,
5650,591,219,30,0.3,,,,,,,,,,
5651,756,244,31,0.3,,,,,,,,,,
5652,866,259,31,0.3,,,,,,,,,,
5653,912,265,31,0.3,,,,,,,,,,
5654,890,262,31,0.3,,,,,,,,,,
5655,799,250,30,0.3,,,,,,,,,,
5656,250,236,30,0.2,,,,,,,,,,
5657,262,231,30,0.2,,,,,,,,,,
5658,224,155,29,0.2,,,,,,,,,,
5659,44,43,28,0.2,,,,,,,,,,
5660,0,0,28,0.2,,,,,,,,,,
5661,0,0,27,0.2,,,,,,,,,,
5662,0,0,27,0.2,,,,,,,,,,
5663,0,0,27,0.2,,,,,,,,,,
5664,0,0,27,0.2,,,,,,,,,,
5665,0,0,26,0.2,,,,,,,,,,
5666,0,0,26,0.2,,,,,,,,,,
5667,0,0,26,0.2,,,,,,,,,,
5668,0,0,26,0.2,,,,,,,,,,
5669,0,0,26,0.2,,,,,,,,,,
5670,0,0,26,0.1,,,,,,,,,,
5671,7,7,26,0.1,,,,,,,,,,
5672,175,112,27,0.1,,,,,,,,,,
5673,387,178,29,0.1,,,,,,,,,,
5674,589,219,30,0.1,,,,,,,,,,
5675,754,244,31,0.1,,,,,,,,,,
5676,866,259,31,0.1,,,,,,,,,,
5677,852,281,31,0.1,,,,,,,,,,
5678,794,296,31,0.1,,,,,,,,,,
5679,799,251,31,0.1,,,,,,,,,,
5680,650,229,31,0.1,,,,,,,,,,
5681,458,194,30,0.1,,,,,,,,,,
5682,243,143,30,0.1,,,,,,,,,,
5683,41,40,29,0.1,,,,,,,,,,
5684,0,0,29,0.1,,,,,,,,,,
5685,0,0,28,0.1,,,,,,,,,,
5686,0,0,28,0.1,,,,,,,,,,
5687,0,0,28,0.1,,,,,,,,,,
5688,0,0,27,0.2,,,,,,,,,,
5689,0,0,27,0.1,,,,,,,,,,
5690,0,0,27,0.1,,,,,,,,,,
5691,0,0,26,0.1,,,,,,,,,,
5692,0,0,26,0.1,,,,,,,,,,
5693,0,0,26,0.1,,,,,,,,,,
5694,0,0,25,0.1,,,,,,,,,,
5695,8,8,26,0.1,,,,,,,,,,
5696,174,112,28,0.1,,,,,,,,,,
5697,387,178,30,0.1,,,,,,,,,,
5698,589,219,31,0.1,,,,,,,,,,
5699,754,244,31,0.1,,,,,,,,,,
5700,865,259,31,0.1,,,,,,,,,,
5701,911,265,31,0.1,,,,,,,,,,
5702,888,262,31,0.1,,,,,,,,,,
5703,797,250,31,0.1,,,,,,,,,,
5704,648,229,31,0.1,,,,,,,,,,
5705,455,193,30,0.1,,,,,,,,,,
5706,240,149,30,0.1,,,,,,,,,,
5707,34,34,29,0.1,,,,,,,,,,
5708,0,0,28,0.2,,,,,,,,,,
5709,0,0,28,0.2,,,,,,,,,,
5710,0,0,28,0.2,,,,,,,,,,
5711,0,0,27,0.2,,,,,,,,,,
5712,0,0,27,0.2,,,,,,,,,,
5713,0,0,26,0.2,,,,,,,,,,
5714,0,0,26,0.2,,,,,,,,,,
5715,0,0,26,0.2,,,,,,,,,,
5716,0,0,26,0.2,,,,,,,,,,
5717,0,0,26,0.1,,,,,,,,,,
5718,0,0,26,0.1,,,,,,,,,,
5719,7,7,26,0.1,,,,,,,,,,
5720,168,107,28,0.1,,,,,,,,,,
5721,386,178,30,0.1,,,,,,,,,,
5722,589,219,31,0.1,,,,,,,,,,
5723,754,245,31,0.2,,,,,,,,,,
5724,769,291,31,0.2,,,,,,,,,,
5725,711,393,31,0.2,,,,,,,,,,
5726,744,368,31,0.2,,,,,,,,,,
5727,572,394,31,0.2,,,,,,,,,,
5728,643,238,31,0.2,,,,,,,,,,
5729,448,205,30,0.2,,,,,,,,,,
5730,198,144,29,0.2,,,,,,,,,,
5731,15,15,29,0.2,,,,,,,,,,
5732,0,0,28,0.2,,,,,,,,,,
5733,0,0,28,0.2,,,,,,,,,,
5734,0,0,27,0.2,,,,,,,,,,
5735,0,0,27,0.2,,,,,,,,,,
5736,0,0,27,0.2,,,,,,,,,,
5737,0,0,26,0.2,,,,,,,,,,
5738,0,0,26,0.2,,,,,,,,,,
5739,0,0,26,0.2,,,,,,,,,,
5740,0,0,26,0.2,,,,,,,,,,
5741,0,0,26,0.2,,,,,,,,,,
5742,0,0,26,0.1,,,,,,,,,,
5743,8,8,26,0.1,,,,,,,,,,
5744,93,92,27,0.1,,,,,,,,,,
5745,277,221,29,0.1,,,,,,,,,,
5746,352,304,30,0.1,,,,,,,,,,
5747,495,379,31,0.1,,,,,,,,,,
5748,629,456,31,0.1,,,,,,,,,,
5749,677,413,31,0.2,,,,,,,,,,
5750,733,376,31,0.2,,,,,,,,,,
5751,741,266,31,0.2,,,,,,,,,,
5752,587,277,30,0.2,,,,,,,,,,
5753,413,212,30,0.2,,,,,,,,,,
5754,234,135,29,0.2,,,,,,,,,,
5755,32,32,28,0.2,,,,,,,,,,
5756,0,0,28,0.2,,,,,,,,,,
5757,0,0,27,0.2,,,,,,,,,,
5758,0,0,27,0.2,,,,,,,,,,
5759,0,0,27,0.2,,,,,,,,,,
5760,0,0,26,0.2,,,,,,,,,,
5761,0,0,26,0.2,,,,,,,,,,
5762,0,0,26,0.2,,,,,,,,,,
5763,0,0,26,0.1,,,,,,,,,,
5764,0,0,25,0.1,,,,,,,,,,
5765,0,0,26,0,,,,,,,,,,
5766,0,0,26,0,,,,,,,,,,
5767,7,7,26,0,,,,,,,,,,
5768,28,28,27,0,,,,,,,,,,
5769,377,243,29,0,,,,,,,,,,
5770,182,177,31,0,,,,,,,,,,
5771,158,157,31,0,,,,,,,,,,
5772,295,274,32,0,,,,,,,,,,
5773,447,391,32,0,,,,,,,,,,
5774,541,422,32,0.1,,,,,,,,,,
5775,654,373,32,0.1,,,,,,,,,,
5776,582,304,31,0.1,,,,,,,,,,
5777,325,253,31,0.1,,,,,,,,,,
5778,127,121,30,0.1,,,,,,,,,,
5779,9,9,29,0.1,,,,,,,,,,
5780,0,0,28,0.1,,,,,,,,,,
5781,0,0,28,0.1,,,,,,,,,,
5782,0,0,28,0.1,,,,,,,,,,
5783,0,0,27,0.1,,,,,,,,,,
5784,0,0,27,0.1,,,,,,,,,,
5785,0,0,26,0.1,,,,,,,,,,
5786,0,0,26,0.1,,,,,,,,,,
5787,0,0,26,0.1,,,,,,,,,,
5788,0,0,25,0.1,,,,,,,,,,
5789,0,0,25,0.1,,,,,,,,,,
5790,0,0,25,0.1,,,,,,,,,,
5791,5,5,26,0.1,,,,,,,,,,
5792,140,114,28,0.1,,,,,,,,,,
5793,355,200,30,0.1,,,,,,,,,,
5794,586,219,32,0.1,,,,,,,,,,
5795,752,245,32,0.1,,,,,,,,,,
5796,863,259,32,0.2,,,,,,,,,,
5797,908,265,32,0.2,,,,,,,,,,
5798,882,262,32,0.2,,,,,,,,,,
5799,790,250,32,0.2,,,,,,,,,,
5800,638,227,32,0.1,,,,,,,,,,
5801,438,202,31,0.1,,,,,,,,,,
5802,191,139,31,0.1,,,,,,,,,,
5803,9,9,30,0,,,,,,,,,,
5804,0,0,29,0,,,,,,,,,,
5805,0,0,29,0,,,,,,,,,,
5806,0,0,28,0,,,,,,,,,,
5807,0,0,28,0.1,,,,,,,,,,
5808,0,0,28,0.1,,,,,,,,,,
5809,0,0,27,0.1,,,,,,,,,,
5810,0,0,27,0.1,,,,,,,,,,
5811,0,0,27,0.1,,,,,,,,,,
5812,0,0,26,0.1,,,,,,,,,,
5813,0,0,26,0.1,,,,,,,,,,
5814,0,0,26,0.1,,,,,,,,,,
5815,6,6,26,0.1,,,,,,,,,,
5816,149,122,27,0.1,,,,,,,,,,
5817,279,220,29,0.1,,,,,,,,,,
5818,578,229,31,0.1,,,,,,,,,,
5819,750,244,32,0,,,,,,,,,,
5820,860,259,32,0,,,,,,,,,,
5821,904,265,32,0,,,,,,,,,,
5822,855,242,32,0,,,,,,,,,,
5823,713,319,31,0,,,,,,,,,,
5824,337,291,31,0,,,,,,,,,,
5825,290,250,30,0,,,,,,,,,,
5826,146,129,30,0,,,,,,,,,,
5827,7,7,29,0,,,,,,,,,,
5828,0,0,29,0.1,,,,,,,,,,
5829,0,0,28,0.1,,,,,,,,,,
5830,0,0,28,0.1,,,,,,,,,,
5831,0,0,28,0.1,,,,,,,,,,
5832,0,0,27,0.1,,,,,,,,,,
5833,0,0,27,0.1,,,,,,,,,,
