Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,DHI Units,DNI Units,GHI Units,Temperature Units,Wind Speed Units
NSRDB,20013,Jodhpur,Rajasthan,India,26.35,73.05,5.5,0,5.5,w/m2,w/m2,w/m2,c,m/s
,,,,,,,,,,,,,,
Hour,GHI,DHI,Temperature,Wind Speed,,,,,,,,,,
4627,100,86,30,0.3,,,,,,,,,,
4628,0,0,29,0.3,,,,,,,,,,
4629,0,0,29,0.3,,,,,,,,,,
4630,0,0,29,0.3,,,,,,,,,,
4631,0,0,28,0.3,,,,,,,,,,
4632,0,0,28,0.3,,,,,,,,,,
4633,0,0,28,0.4,,,,,,,,,,
4634,0,0,27,0.4,,,,,,,,,,
4635,0,0,27,0.4,,,,,,,,,,
4636,0,0,27,0.3,,,,,,,,,,
4637,0,0,27,0.3,,,,,,,,,,
4638,0,0,27,0.3,,,,,,,,,,
4639,41,39,28,0.3,,,,,,,,,,
4640,204,145,29,0.3,,,,,,,,,,
4641,273,234,30,0.3,,,,,,,,,,
4642,516,326,32,0.3,,,,,,,,,,
4643,565,388,33,0.3,,,,,,,,,,
4644,731,380,33,0.3,,,,,,,,,,
4645,857,295,33,0.3,,,,,,,,,,
4646,914,283,33,0.3,,,,,,,,,,
4647,833,272,33,0.3,,,,,,,,,,
4648,681,245,32,0.2,,,,,,,,,,
4649,430,270,32,0.2,,,,,,,,,,
4650,200,174,31,0.2,,,,,,,,,,
4651,48,48,30,0.2,,,,,,,,,,
4652,0,0,30,0.2,,,,,,,,,,
4653,0,0,29,0.2,,,,,,,,,,
4654,0,0,29,0.2,,,,,,,,,,
4655,0,0,28,0.2,,,,,,,,,,
4656,0,0,28,0.3,,,,,,,,,,
4657,0,0,27,0.3,,,,,,,,,,
4658,0,0,27,0.3,,,,,,,,,,
4659,0,0,27,0.3,,,,,,,,,,
4660,0,0,27,0.3,,,,,,,,,,
4661,0,0,27,0.2,,,,,,,,,,
4662,0,0,27,0.2,,,,,,,,,,
4663,12,12,28,0.1,,,,,,,,,,
4664,157,134,30,0.1,,,,,,,,,,
4665,375,230,31,0.1,,,,,,,,,,
4666,605,250,32,0,,,,,,,,,,
4667,572,370,33,0,,,,,,,,,,
4668,887,280,34,0,,,,,,,,,,
4669,928,317,35,0,,,,,,,,,,
4670,742,432,36,0,,,,,,,,,,
4671,185,177,36,0,,,,,,,,,,
4672,154,153,36,0,,,,,,,,,,
4673,263,235,35,0.1,,,,,,,,,,
4674,308,182,34,0.1,,,,,,,,,,
4675,71,70,32,0.2,,,,,,,,,,
4676,0,0,31,0.2,,,,,,,,,,
4677,0,0,31,0.3,,,,,,,,,,
4678,0,0,30,0.3,,,,,,,,,,
4679,0,0,29,0.3,,,,,,,,,,
4680,0,0,29,0.3,,,,,,,,,,
4681,0,0,28,0.3,,,,,,,,,,
4682,0,0,28,0.3,,,,,,,,,,
4683,0,0,27,0.3,,,,,,,,,,
4684,0,0,27,0.3,,,,,,,,,,
4685,0,0,27,0.3,,,,,,,,,,
4686,0,0,27,0.2,,,,,,,,,,
4687,25,25,29,0.2,,,,,,,,,,
4688,195,137,32,0.2,,,,,,,,,,
4689,427,199,35,0.2,,,,,,,,,,
4690,621,239,37,0.2,,,,,,,,,,
4691,780,265,39,0.2,,,,,,,,,,
4692,889,280,41,0.2,,,,,,,,,,
4693,936,286,42,0.2,,,,,,,,,,
4694,881,262,42,0.1,,,,,,,,,,
4695,836,273,42,0.1,,,,,,,,,,
4696,698,252,41,0.1,,,,,,,,,,
4697,517,218,39,0.2,,,,,,,,,,
4698,291,179,37,0.2,,,,,,,,,,
4699,107,90,35,0.3,,,,,,,,,,
4700,0,0,34,0.3,,,,,,,,,,
4701,0,0,33,0.3,,,,,,,,,,
4702,0,0,32,0.3,,,,,,,,,,
4703,0,0,31,0.3,,,,,,,,,,
4704,0,0,30,0.2,,,,,,,,,,
4705,0,0,30,0.2,,,,,,,,,,
4706,0,0,29,0.2,,,,,,,,,,
4707,0,0,29,0.2,,,,,,,,,,
4708,0,0,28,0.2,,,,,,,,,,
4709,0,0,28,0.2,,,,,,,,,,
4710,0,0,28,0.2,,,,,,,,,,
4711,31,31,29,0.3,,,,,,,,,,
4712,194,144,30,0.3,,,,,,,,,,
4713,385,210,32,0.3,,,,,,,,,,
4714,616,237,33,0.3,,,,,,,,,,
4715,775,263,34,0.3,,,,,,,,,,
4716,883,279,34,0.3,,,,,,,,,,
4717,930,285,35,0.3,,,,,,,,,,
4718,873,329,35,0.3,,,,,,,,,,
4719,374,323,34,0.2,,,,,,,,,,
4720,198,194,34,0.2,,,,,,,,,,
4721,174,172,33,0.2,,,,,,,,,,
4722,108,108,33,0.2,,,,,,,,,,
4723,74,73,32,0.2,,,,,,,,,,
4724,0,0,31,0.1,,,,,,,,,,
4725,0,0,31,0.1,,,,,,,,,,
4726,0,0,30,0.1,,,,,,,,,,
4727,0,0,30,0.1,,,,,,,,,,
4728,0,0,29,0.1,,,,,,,,,,
4729,0,0,29,0,,,,,,,,,,
4730,0,0,29,0.1,,,,,,,,,,
4731,0,0,29,0,,,,,,,,,,
4732,0,0,28,0,,,,,,,,,,
4733,0,0,27,0,,,,,,,,,,
4734,0,0,27,0,,,,,,,,,,
4735,40,36,28,0,,,,,,,,,,
4736,214,133,32,0.1,,,,,,,,,,
4737,423,197,34,0.1,,,,,,,,,,
4738,617,237,35,0.2,,,,,,,,,,
4739,776,264,36,0.2,,,,,,,,,,
4740,648,407,36,0.3,,,,,,,,,,
4741,596,446,37,0.3,,,,,,,,,,
4742,464,420,37,0.3,,,,,,,,,,
4743,448,380,36,0.3,,,,,,,,,,
4744,119,119,36,0.3,,,,,,,,,,
4745,90,90,35,0.2,,,,,,,,,,
4746,86,86,35,0.1,,,,,,,,,,
4747,42,42,33,0.1,,,,,,,,,,
4748,0,0,32,0,,,,,,,,,,
4749,0,0,31,0,,,,,,,,,,
4750,0,0,30,0.1,,,,,,,,,,
4751,0,0,30,0.1,,,,,,,,,,
4752,0,0,29,0.1,,,,,,,,,,
4753,0,0,28,0.1,,,,,,,,,,
4754,0,0,28,0.1,,,,,,,,,,
4755,0,0,28,0.1,,,,,,,,,,
4756,0,0,27,0.1,,,,,,,,,,
4757,0,0,27,0.1,,,,,,,,,,
4758,0,0,27,0.1,,,,,,,,,,
4759,22,22,28,0.1,,,,,,,,,,
4760,102,102,28,0.1,,,,,,,,,,
4761,290,233,29,0.1,,,,,,,,,,
4762,557,302,30,0,,,,,,,,,,
4763,553,391,31,0,,,,,,,,,,
4764,702,402,32,0,,,,,,,,,,
4765,681,426,32,0,,,,,,,,,,
4766,910,311,32,0,,,,,,,,,,
4767,829,271,32,0,,,,,,,,,,
4768,693,250,32,0,,,,,,,,,,
4769,412,275,31,0,,,,,,,,,,
4770,238,196,31,0,,,,,,,,,,
4771,114,86,30,0,,,,,,,,,,
4772,0,0,30,0,,,,,,,,,,
4773,0,0,29,0,,,,,,,,,,
4774,0,0,29,0,,,,,,,,,,
4775,0,0,29,0.1,,,,,,,,,,
4776,0,0,28,0.2,,,,,,,,,,
4777,0,0,28,0.2,,,,,,,,,,
4778,0,0,27,0.2,,,,,,,,,,
4779,0,0,27,0.2,,,,,,,,,,
4780,0,0,27,0.2,,,,,,,,,,
4781,0,0,26,0.2,,,,,,,,,,
4782,0,0,27,0.2,,,,,,,,,,
4783,37,36,27,0.2,,,,,,,,,,
4784,200,135,29,0.2,,,,,,,,,,
4785,413,205,30,0.2,,,,,,,,,,
4786,418,323,31,0.2,,,,,,,,,,
4787,737,296,32,0.2,,,,,,,,,,
4788,602,423,32,0.2,,,,,,,,,,
4789,728,401,32,0.3,,,,,,,,,,
4790,689,407,32,0.3,,,,,,,,,,
4791,831,272,31,0.3,,,,,,,,,,
4792,694,251,31,0.3,,,,,,,,,,
4793,514,218,30,0.3,,,,,,,,,,
4794,305,180,30,0.3,,,,,,,,,,
4795,55,55,29,0.4,,,,,,,,,,
4796,0,0,29,0.4,,,,,,,,,,
4797,0,0,28,0.4,,,,,,,,,,
4798,0,0,28,0.4,,,,,,,,,,
4799,0,0,28,0.4,,,,,,,,,,
4800,0,0,27,0.4,,,,,,,,,,
4801,0,0,27,0.3,,,,,,,,,,
4802,0,0,27,0.3,,,,,,,,,,
4803,0,0,27,0.3,,,,,,,,,,
4804,0,0,26,0.3,,,,,,,,,,
4805,0,0,26,0.3,,,,,,,,,,
4806,0,0,26,0.3,,,,,,,,,,
4807,37,34,27,0.3,,,,,,,,,,
4808,211,132,28,0.3,,,,,,,,,,
4809,397,198,29,0.3,,,,,,,,,,
4810,614,237,30,0.4,,,,,,,,,,
4811,743,256,31,0.4,,,,,,,,,,
4812,733,379,32,0.4,,,,,,,,,,
4813,803,352,33,0.4,,,,,,,,,,
4814,657,429,33,0.4,,,,,,,,,,
4815,580,402,33,0.4,,,,,,,,,,
4816,571,339,32,0.4,,,,,,,,,,
4817,477,250,32,0.4,,,,,,,,,,
4818,195,178,31,0.3,,,,,,,,,,
4819,84,80,30,0.3,,,,,,,,,,
4820,0,0,29,0.3,,,,,,,,,,
4821,0,0,29,0.3,,,,,,,,,,
4822,0,0,28,0.3,,,,,,,,,,
4823,0,0,28,0.3,,,,,,,,,,
4824,0,0,28,0.3,,,,,,,,,,
4825,0,0,27,0.3,,,,,,,,,,
4826,0,0,27,0.3,,,,,,,,,,
4827,0,0,27,0.3,,,,,,,,,,
4828,0,0,27,0.2,,,,,,,,,,
4829,0,0,27,0.2,,,,,,,,,,
4830,0,0,27,0.2,,,,,,,,,,
4831,35,34,28,0.2,,,,,,,,,,
4832,141,127,29,0.2,,,,,,,,,,
4833,371,226,31,0.2,,,,,,,,,,
4834,579,259,31,0.2,,,,,,,,,,
4835,771,263,32,0.2,,,,,,,,,,
4836,880,278,32,0.1,,,,,,,,,,
4837,928,285,32,0.1,,,,,,,,,,
4838,788,348,32,0.1,,,,,,,,,,
4839,794,298,31,0.1,,,,,,,,,,
4840,405,336,31,0.1,,,,,,,,,,
4841,410,274,31,0.1,,,,,,,,,,
4842,273,179,30,0.1,,,,,,,,,,
4843,53,53,29,0.1,,,,,,,,,,
4844,0,0,29,0.2,,,,,,,,,,
4845,0,0,28,0.2,,,,,,,,,,
4846,0,0,28,0.2,,,,,,,,,,
4847,0,0,28,0.2,,,,,,,,,,
4848,0,0,27,0.2,,,,,,,,,,
4849,0,0,27,0.2,,,,,,,,,,
4850,0,0,27,0.2,,,,,,,,,,
4851,0,0,27,0.1,,,,,,,,,,
4852,0,0,27,0.1,,,,,,,,,,
4853,0,0,27,0.1,,,,,,,,,,
4854,0,0,27,0,,,,,,,,,,
4855,35,33,27,0,,,,,,,,,,
4856,208,131,29,0,,,,,,,,,,
4857,419,196,31,0,,,,,,,,,,
4858,613,237,33,0,,,,,,,,,,
4859,773,263,33,0,,,,,,,,,,
4860,882,279,34,0,,,,,,,,,,
4861,851,295,34,0.1,,,,,,,,,,
4862,901,304,34,0.1,,,,,,,,,,
4863,263,249,34,0.1,,,,,,,,,,
4864,119,119,33,0.1,,,,,,,,,,
4865,90,90,33,0.1,,,,,,,,,,
4866,301,181,32,0.1,,,,,,,,,,
4867,111,93,31,0.1,,,,,,,,,,
4868,0,0,30,0.1,,,,,,,,,,
4869,0,0,30,0.1,,,,,,,,,,
4870,0,0,30,0.1,,,,,,,,,,
4871,0,0,29,0,,,,,,,,,,
4872,0,0,29,0,,,,,,,,,,
4873,0,0,28,0,,,,,,,,,,
4874,0,0,28,0,,,,,,,,,,
4875,0,0,28,0.1,,,,,,,,,,
4876,0,0,27,0.1,,,,,,,,,,
4877,0,0,27,0.1,,,,,,,,,,
4878,0,0,27,0.2,,,,,,,,,,
4879,23,23,28,0.2,,,,,,,,,,
4880,82,82,30,0.2,,,,,,,,,,
4881,214,198,32,0.2,,,,,,,,,,
4882,583,286,33,0.3,,,,,,,,,,
4883,773,263,34,0.3,,,,,,,,,,
4884,882,279,35,0.3,,,,,,,,,,
4885,930,285,36,0.3,,,,,,,,,,
4886,913,283,36,0.3,,,,,,,,,,
4887,720,365,36,0.2,,,,,,,,,,
4888,645,268,35,0.2,,,,,,,,,,
4889,512,217,34,0.1,,,,,,,,,,
4890,302,180,33,0.1,,,,,,,,,,
4891,18,18,32,0.1,,,,,,,,,,
4892,0,0,31,0.1,,,,,,,,,,
4893,0,0,30,0.1,,,,,,,,,,
4894,0,0,30,0.1,,,,,,,,,,
4895,0,0,29,0,,,,,,,,,,
4896,0,0,29,0,,,,,,,,,,
4897,0,0,28,0.1,,,,,,,,,,
4898,0,0,28,0.1,,,,,,,,,,
4899,0,0,28,0.1,,,,,,,,,,
4900,0,0,28,0.1,,,,,,,,,,
4901,0,0,27,0.2,,,,,,,,,,
4902,0,0,27,0.2,,,,,,,,,,
4903,19,19,28,0.2,,,,,,,,,,
4904,137,122,30,0.2,,,,,,,,,,
4905,385,217,32,0.2,,,,,,,,,,
4906,523,305,33,0.1,,,,,,,,,,
4907,520,380,34,0.1,,,,,,,,,,
4908,839,316,35,0.1,,,,,,,,,,
4909,616,419,36,0,,,,,,,,,,
4910,910,282,36,0,,,,,,,,,,
4911,807,270,35,0,,,,,,,,,,
4912,691,250,35,0,,,,,,,,,,
4913,298,249,34,0,,,,,,,,,,
4914,301,179,33,0,,,,,,,,,,
4915,93,82,32,0,,,,,,,,,,
4916,0,0,31,0,,,,,,,,,,
4917,0,0,31,0,,,,,,,,,,
4918,0,0,30,0.1,,,,,,,,,,
4919,0,0,29,0.2,,,,,,,,,,
4920,0,0,29,0.2,,,,,,,,,,
4921,0,0,28,0.2,,,,,,,,,,
4922,0,0,27,0.2,,,,,,,,,,
4923,0,0,27,0.2,,,,,,,,,,
4924,0,0,27,0.1,,,,,,,,,,
4925,0,0,27,0.1,,,,,,,,,,
4926,0,0,27,0.1,,,,,,,,,,
4927,24,24,28,0.1,,,,,,,,,,
4928,102,102,29,0,,,,,,,,,,
4929,251,227,31,0,,,,,,,,,,
4930,467,326,32,0.1,,,,,,,,,,
4931,739,293,33,0.1,,,,,,,,,,
4932,429,356,33,0.1,,,,,,,,,,
4933,775,421,33,0.1,,,,,,,,,,
4934,884,266,33,0.1,,,,,,,,,,
4935,828,271,32,0.1,,,,,,,,,,
4936,644,278,32,0.1,,,,,,,,,,
4937,356,276,31,0.1,,,,,,,,,,
4938,212,184,31,0.2,,,,,,,,,,
4939,96,85,30,0.2,,,,,,,,,,
4940,0,0,30,0.2,,,,,,,,,,
4941,0,0,29,0.3,,,,,,,,,,
4942,0,0,29,0.3,,,,,,,,,,
4943,0,0,29,0.3,,,,,,,,,,
4944,0,0,28,0.3,,,,,,,,,,
4945,0,0,28,0.3,,,,,,,,,,
4946,0,0,28,0.3,,,,,,,,,,
4947,0,0,27,0.3,,,,,,,,,,
4948,0,0,27,0.3,,,,,,,,,,
4949,0,0,27,0.3,,,,,,,,,,
4950,0,0,27,0.3,,,,,,,,,,
4951,31,29,28,0.3,,,,,,,,,,
4952,150,136,29,0.4,,,,,,,,,,
4953,274,240,30,0.4,,,,,,,,,,
4954,405,331,31,0.4,,,,,,,,,,
4955,383,359,32,0.4,,,,,,,,,,
4956,422,373,33,0.4,,,,,,,,,,
4957,726,395,33,0.4,,,,,,,,,,
4958,639,430,33,0.4,,,,,,,,,,
4959,464,382,33,0.4,,,,,,,,,,
4960,620,312,33,0.3,,,,,,,,,,
4961,471,236,32,0.3,,,,,,,,,,
4962,304,165,31,0.3,,,,,,,,,,
4963,95,83,30,0.4,,,,,,,,,,
4964,0,0,30,0.4,,,,,,,,,,
4965,0,0,29,0.4,,,,,,,,,,
4966,0,0,29,0.4,,,,,,,,,,
4967,0,0,28,0.4,,,,,,,,,,
4968,0,0,28,0.4,,,,,,,,,,
4969,0,0,28,0.4,,,,,,,,,,
4970,0,0,27,0.4,,,,,,,,,,
4971,0,0,27,0.5,,,,,,,,,,
4972,0,0,27,0.5,,,,,,,,,,
4973,0,0,26,0.5,,,,,,,,,,
4974,0,0,26,0.4,,,,,,,,,,
4975,25,25,27,0.5,,,,,,,,,,
4976,198,130,28,0.5,,,,,,,,,,
4977,343,255,29,0.5,,,,,,,,,,
4978,574,295,31,0.5,,,,,,,,,,
4979,457,380,33,0.5,,,,,,,,,,
4980,540,423,34,0.5,,,,,,,,,,
4981,921,335,35,0.5,,,,,,,,,,
4982,480,378,36,0.5,,,,,,,,,,
4983,743,327,36,0.5,,,,,,,,,,
4984,596,322,35,0.5,,,,,,,,,,
4985,462,243,34,0.5,,,,,,,,,,
4986,234,185,33,0.5,,,,,,,,,,
4987,75,72,31,0.5,,,,,,,,,,
4988,0,0,30,0.5,,,,,,,,,,
4989,0,0,30,0.5,,,,,,,,,,
4990,0,0,29,0.5,,,,,,,,,,
4991,0,0,28,0.5,,,,,,,,,,
4992,0,0,28,0.5,,,,,,,,,,
4993,0,0,27,0.5,,,,,,,,,,
4994,0,0,26,0.5,,,,,,,,,,
4995,0,0,26,0.4,,,,,,,,,,
4996,0,0,26,0.4,,,,,,,,,,
4997,0,0,26,0.4,,,,,,,,,,
4998,0,0,26,0.4,,,,,,,,,,
4999,24,24,26,0.4,,,,,,,,,,
5000,169,130,28,0.4,,,,,,,,,,
5001,404,217,29,0.4,,,,,,,,,,
5002,403,324,31,0.4,,,,,,,,,,
5003,619,362,32,0.4,,,,,,,,,,
5004,737,373,34,0.4,,,,,,,,,,
5005,858,292,35,0.4,,,,,,,,,,
5006,785,357,35,0.4,,,,,,,,,,
5007,654,390,35,0.4,,,,,,,,,,
5008,447,353,34,0.4,,,,,,,,,,
5009,387,282,33,0.4,,,,,,,,,,
5010,251,196,32,0.4,,,,,,,,,,
5011,87,80,31,0.4,,,,,,,,,,
5012,0,0,30,0.4,,,,,,,,,,
5013,0,0,29,0.4,,,,,,,,,,
5014,0,0,29,0.4,,,,,,,,,,
5015,0,0,28,0.4,,,,,,,,,,
5016,0,0,28,0.5,,,,,,,,,,
5017,0,0,27,0.5,,,,,,,,,,
5018,0,0,27,0.4,,,,,,,,,,
5019,0,0,27,0.4,,,,,,,,,,
5020,0,0,26,0.4,,,,,,,,,,
5021,0,0,26,0.4,,,,,,,,,,
5022,0,0,26,0.4,,,,,,,,,,
5023,20,20,27,0.4,,,,,,,,,,
5024,168,130,28,0.4,,,,,,,,,,
5025,360,223,30,0.4,,,,,,,,,,
5026,345,311,31,0.4,,,,,,,,,,
5027,424,383,33,0.4,,,,,,,,,,
5028,697,372,33,0.4,,,,,,,,,,
5029,622,446,34,0.4,,,,,,,,,,
5030,622,480,33,0.4,,,,,,,,,,
5031,532,415,33,0.4,,,,,,,,,,
5032,336,314,32,0.4,,,,,,,,,,
5033,311,264,31,0.4,,,,,,,,,,
5034,142,140,30,0.3,,,,,,,,,,
5035,59,59,29,0.3,,,,,,,,,,
5036,0,0,29,0.3,,,,,,,,,,
5037,0,0,29,0.4,,,,,,,,,,
5038,0,0,28,0.4,,,,,,,,,,
5039,0,0,28,0.4,,,,,,,,,,
5040,0,0,28,0.5,,,,,,,,,,
5041,0,0,27,0.5,,,,,,,,,,
5042,0,0,27,0.5,,,,,,,,,,
5043,0,0,27,0.5,,,,,,,,,,
5044,0,0,27,0.4,,,,,,,,,,
5045,0,0,26,0.4,,,,,,,,,,
5046,0,0,26,0.4,,,,,,,,,,
5047,22,22,27,0.4,,,,,,,,,,
5048,119,114,28,0.4,,,,,,,,,,
5049,301,237,29,0.4,,,,,,,,,,
5050,577,285,30,0.4,,,,,,,,,,
5051,449,370,32,0.4,,,,,,,,,,
5052,354,312,33,0.4,,,,,,,,,,
5053,614,443,34,0.4,,,,,,,,,,
5054,630,481,34,0.3,,,,,,,,,,
5055,531,415,34,0.3,,,,,,,,,,
5056,312,295,34,0.3,,,,,,,,,,
5057,342,271,33,0.3,,,,,,,,,,
5058,171,161,32,0.3,,,,,,,,,,
5059,54,54,31,0.3,,,,,,,,,,
5060,0,0,30,0.4,,,,,,,,,,
5061,0,0,29,0.4,,,,,,,,,,
5062,0,0,29,0.4,,,,,,,,,,
5063,0,0,28,0.5,,,,,,,,,,
5064,0,0,28,0.5,,,,,,,,,,
5065,0,0,27,0.5,,,,,,,,,,
5066,0,0,27,0.5,,,,,,,,,,
5067,0,0,27,0.5,,,,,,,,,,
5068,0,0,26,0.5,,,,,,,,,,
5069,0,0,26,0.5,,,,,,,,,,
5070,0,0,26,0.5,,,,,,,,,,
5071,24,24,26,0.4,,,,,,,,,,
5072,143,126,28,0.5,,,,,,,,,,
5073,352,225,29,0.5,,,,,,,,,,
5074,476,322,31,0.4,,,,,,,,,,
5075,429,356,33,0.4,,,,,,,,,,
5076,736,404,35,0.4,,,,,,,,,,
5077,591,444,35,0.4,,,,,,,,,,
5078,519,430,36,0.3,,,,,,,,,,
5079,384,363,36,0.3,,,,,,,,,,
5080,352,326,35,0.3,,,,,,,,,,
5081,434,274,34,0.3,,,,,,,,,,
5082,227,181,33,0.3,,,,,,,,,,
5083,64,63,31,0.4,,,,,,,,,,
5084,0,0,30,0.4,,,,,,,,,,
5085,0,0,29,0.5,,,,,,,,,,
5086,0,0,28,0.5,,,,,,,,,,
5087,0,0,28,0.5,,,,,,,,,,
5088,0,0,27,0.5,,,,,,,,,,
5089,0,0,27,0.5,,,,,,,,,,
5090,0,0,27,0.5,,,,,,,,,,
5091,0,0,26,0.5,,,,,,,,,,
5092,0,0,26,0.5,,,,,,,,,,
5093,0,0,26,0.4,,,,,,,,,,
5094,0,0,26,0.4,,,,,,,,,,
5095,20,20,27,0.3,,,,,,,,,,
5096,101,101,28,0.3,,,,,,,,,,
5097,409,208,28,0.3,,,,,,,,,,
5098,610,221,29,0.3,,,,,,,,,,
5099,757,238,30,0.3,,,,,,,,,,
5100,795,278,30,0.3,,,,,,,,,,
5101,862,292,31,0.4,,,,,,,,,,
5102,737,399,32,0.4,,,,,,,,,,
5103,833,254,32,0.4,,,,,,,,,,
5104,617,297,32,0.4,,,,,,,,,,
5105,471,245,32,0.3,,,,,,,,,,
5106,212,176,31,0.3,,,,,,,,,,
5107,65,64,29,0.3,,,,,,,,,,
5108,0,0,28,0.3,,,,,,,,,,
5109,0,0,28,0.3,,,,,,,,,,
5110,0,0,27,0.3,,,,,,,,,,
5111,0,0,27,0.4,,,,,,,,,,
5112,0,0,27,0.4,,,,,,,,,,
5113,0,0,27,0.4,,,,,,,,,,
5114,0,0,27,0.4,,,,,,,,,,
5115,0,0,27,0.4,,,,,,,,,,
5116,0,0,27,0.4,,,,,,,,,,
5117,0,0,27,0.4,,,,,,,,,,
5118,0,0,26,0.4,,,,,,,,,,
5119,25,25,27,0.3,,,,,,,,,,
5120,149,131,28,0.4,,,,,,,,,,
5121,320,249,29,0.4,,,,,,,,,,
5122,512,313,30,0.4,,,,,,,,,,
5123,751,240,31,0.4,,,,,,,,,,
5124,883,260,31,0.4,,,,,,,,,,
5125,885,285,31,0.4,,,,,,,,,,
5126,914,264,31,0.4,,,,,,,,,,
5127,815,251,31,0.3,,,,,,,,,,
5128,608,327,31,0.3,,,,,,,,,,
5129,290,243,30,0.3,,,,,,,,,,
5130,297,170,29,0.2,,,,,,,,,,
5131,86,74,28,0.2,,,,,,,,,,
5132,0,0,28,0.2,,,,,,,,,,
5133,0,0,28,0.2,,,,,,,,,,
5134,0,0,27,0.2,,,,,,,,,,
5135,0,0,27,0.2,,,,,,,,,,
5136,0,0,27,0.3,,,,,,,,,,
5137,0,0,27,0.3,,,,,,,,,,
5138,0,0,26,0.3,,,,,,,,,,
5139,0,0,26,0.3,,,,,,,,,,
5140,0,0,26,0.3,,,,,,,,,,
5141,0,0,26,0.2,,,,,,,,,,
5142,0,0,26,0.2,,,,,,,,,,
5143,26,25,27,0.2,,,,,,,,,,
5144,179,140,28,0.2,,,,,,,,,,
5145,376,198,29,0.2,,,,,,,,,,
5146,592,225,30,0.2,,,,,,,,,,
5147,650,348,31,0.2,,,,,,,,,,
5148,726,375,31,0.2,,,,,,,,,,
5149,703,417,31,0.1,,,,,,,,,,
5150,744,392,32,0.1,,,,,,,,,,
5151,833,254,32,0.1,,,,,,,,,,
5152,668,228,31,0.1,,,,,,,,,,
5153,507,203,31,0.1,,,,,,,,,,
5154,285,166,30,0.1,,,,,,,,,,
5155,89,77,29,0.1,,,,,,,,,,
5156,0,0,28,0.1,,,,,,,,,,
5157,0,0,28,0.1,,,,,,,,,,
5158,0,0,28,0.1,,,,,,,,,,
5159,0,0,27,0.2,,,,,,,,,,
5160,0,0,27,0.2,,,,,,,,,,
5161,0,0,26,0.2,,,,,,,,,,
5162,0,0,26,0.2,,,,,,,,,,
5163,0,0,26,0.2,,,,,,,,,,
5164,0,0,26,0.2,,,,,,,,,,
5165,0,0,26,0.2,,,,,,,,,,
5166,0,0,26,0.2,,,,,,,,,,
5167,17,17,27,0.2,,,,,,,,,,
5168,200,122,28,0.2,,,,,,,,,,
5169,397,181,29,0.2,,,,,,,,,,
5170,609,221,31,0.2,,,,,,,,,,
5171,773,246,32,0.2,,,,,,,,,,
5172,884,261,32,0.2,,,,,,,,,,
5173,933,267,32,0.2,,,,,,,,,,
5174,916,265,32,0.2,,,,,,,,,,
5175,315,291,32,0.2,,,,,,,,,,
5176,119,119,32,0.2,,,,,,,,,,
5177,113,113,31,0.2,,,,,,,,,,
5178,54,54,30,0.1,,,,,,,,,,
5179,16,16,29,0.1,,,,,,,,,,
5180,0,0,29,0.2,,,,,,,,,,
5181,0,0,28,0.2,,,,,,,,,,
5182,0,0,28,0.2,,,,,,,,,,
5183,0,0,27,0.2,,,,,,,,,,
5184,0,0,27,0.2,,,,,,,,,,
5185,0,0,27,0.2,,,,,,,,,,
5186,0,0,26,0.2,,,,,,,,,,
5187,0,0,26,0.1,,,,,,,,,,
5188,0,0,26,0.1,,,,,,,,,,
5189,0,0,26,0.1,,,,,,,,,,
5190,0,0,26,0.1,,,,,,,,,,
5191,16,16,27,0.1,,,,,,,,,,
5192,139,122,28,0.1,,,,,,,,,,
5193,194,184,29,0.1,,,,,,,,,,
5194,605,252,30,0.1,,,,,,,,,,
5195,641,362,31,0.2,,,,,,,,,,
5196,882,260,31,0.2,,,,,,,,,,
5197,790,375,32,0.2,,,,,,,,,,
5198,907,304,32,0.2,,,,,,,,,,
5199,695,379,31,0.2,,,,,,,,,,
5200,688,234,31,0.2,,,,,,,,,,
5201,502,202,30,0.2,,,,,,,,,,
5202,292,159,30,0.2,,,,,,,,,,
5203,85,74,29,0.2,,,,,,,,,,
5204,0,0,28,0.2,,,,,,,,,,
5205,0,0,28,0.2,,,,,,,,,,
5206,0,0,27,0.2,,,,,,,,,,
5207,0,0,27,0.2,,,,,,,,,,
5208,0,0,26,0.2,,,,,,,,,,
5209,0,0,26,0.2,,,,,,,,,,
5210,0,0,26,0.2,,,,,,,,,,
5211,0,0,26,0.2,,,,,,,,,,
5212,0,0,26,0.2,,,,,,,,,,
5213,0,0,26,0.2,,,,,,,,,,
5214,0,0,26,0.2,,,,,,,,,,
5215,18,18,26,0.1,,,,,,,,,,
5216,143,123,27,0.1,,,,,,,,,,
5217,360,217,29,0.1,,,,,,,,,,
5218,604,229,30,0.1,,,,,,,,,,
5219,546,370,31,0.1,,,,,,,,,,
5220,878,260,32,0.1,,,,,,,,,,
5221,927,266,32,0.1,,,,,,,,,,
5222,909,263,32,0.1,,,,,,,,,,
5223,825,253,31,0.1,,,,,,,,,,
5224,684,233,31,0.1,,,,,,,,,,
5225,489,205,30,0.1,,,,,,,,,,
5226,265,175,30,0.1,,,,,,,,,,
5227,41,41,29,0.1,,,,,,,,,,
5228,0,0,28,0.1,,,,,,,,,,
5229,0,0,28,0.1,,,,,,,,,,
5230,0,0,28,0.1,,,,,,,,,,
